City,Region,Country,AirQuality,WaterPollution
Seoul,,SouthKorea,33.7628866,36.45251397
Shanghai,,People'sRepublicofChina,25,67.58474576
Bilbao,BasqueAutonomousCommunity,Spain,70,26.31578947
Seville,Andalusia,Spain,57.14285714,23.80952381
Vigo,Galicia,Spain,86.45833333,21.25
Granada,Andalusia,Spain,58.92857143,14.28571429
Valencia,CommunityofValencia,Spain,59.65909091,38.41463415
Palma,BalearicIslands,Spain,75,36.66666667
Malaga,Andalusia,Spain,75,30.55555556
LasPinas,MetroManila,Philippines,33.33333333,75
Malabon,MetroManila,Philippines,25,50
Cancun,QuintanaRoo,Mexico,75,55
Schaffhausen,CantonofSchaffhausen,Switzerland,87.5,18.75
Guadalajara,Jalisco,Mexico,43.07692308,64.54545455
Mandaluyong,MetroManila,Philippines,12.5,82.5
Winterthur,CantonofZurich,Switzerland,91.66666667,0
Baku,,Azerbaijan,29.89690722,69.02173913
Thimphu,ThimphuDistrict,Bhutan,44.64285714,60
BandarSeriBegawan,Brunei-MuaraDistrict,Brunei,82.95454545,48.86363636
Dili,Dilimunicipality,Timor-Leste,59.375,62.5
Vientiane,VientianePrefecture,Laos,23.48484848,73.33333333
Male,KaafuAtoll,Maldives,35.57692308,87.5
Bishkek,,Kyrgyzstan,18.57142857,45.96774194
Dushanbe,,Tajikistan,41.66666667,61.11111111
Burgos,CastileandLeon,Spain,100,33.33333333
Erode,TamilNadu,India,50,61.11111111
Salem,TamilNadu,India,48.80952381,64.28571429
Coimbatore,TamilNadu,India,50,65.74074074
Mysore,Karnataka,India,51.5625,62.5
Batam,RiauIslands,Indonesia,56.25,50
TanjungPinang,RiauIslands,Indonesia,0,25
Cilegon,Banten,Indonesia,50,50
Tangerang,Banten,Indonesia,45.45454545,52.27272727
Pamplona,Navarre,Spain,100,0
Bandung,WestJava,Indonesia,40.38461538,61.70212766
Bogor,WestJava,Indonesia,67.30769231,52.08333333
Cimahi,WestJava,Indonesia,58.33333333,33.33333333
Depok,WestJava,Indonesia,8.333333333,91.66666667
Almeria,Andalusia,Spain,75,43.75
Elche,CommunityofValencia,Spain,85,41.66666667
Saskatoon,Saskatchewan,Canada,74.32432432,29.6875
Belfast,NorthernIreland,UnitedKingdom,76.35135135,22.72727273
Cardiff,Wales,UnitedKingdom,70,20.45454545
Georgetown,Demerara-Mahaica,Guyana,51.31578947,83.33333333
Montecchio,Umbria,Italy,87.5,50
Magelang,CentralJava,Indonesia,100,0
Salatiga,CentralJava,Indonesia,83.33333333,37.5
Semarang,CentralJava,Indonesia,55.55555556,47.5
Lugo,Galicia,Spain,100,50
Sarajevo,FederationofBosniaandHerzegovina,BosniaandHerzegovina,25,44.01041667
Butwal,,Nepal,75,53.125
Hetauda,Bagmati,Nepal,53.57142857,83.33333333
Kediri,EastJava,Indonesia,75,0
Madiun,EastJava,Indonesia,100,6.25
Malang,EastJava,Indonesia,77.17391304,34.7826087
Mojokerto,EastJava,Indonesia,100,0
Surabaya,EastJava,Indonesia,49.43181818,57.77777778
Denpasar,Bali,Indonesia,33.69565217,60.22727273
Darwin,NorthernTerritory,Australia,84.65909091,26.92307692
Tulcea,TulceaCounty,Romania,80,29.16666667
SiemReap,SiemReapProvince,Cambodia,60,95
Shenyang,Liaoning,People'sRepublicofChina,6.25,76.5625
Chongqing,,People'sRepublicofChina,30,63.75
Tianjin,,People'sRepublicofChina,16.34615385,75
Lahore,Punjab,Pakistan,23.41463415,75.51546392
Wuhan,Hubei,People'sRepublicofChina,14.81481481,72.72727273
Nagoya,AichiPrefecture,Japan,76.25,37.5
Rajkot,Gujarat,India,43.60465116,58.10810811
Zvolen,BanskaBystricaRegion,Slovakia,87.5,50
Vadodara,Gujarat,India,43.45794393,65.90909091
Gandhinagar,Gujarat,India,87.90322581,50
Alicante,CommunityofValencia,Spain,80.68181818,40.625
Tychy,SilesianVoivodeship,Poland,22.5,43.75
Nantes,,France,72.61904762,20.58823529
Brest,,France,79.54545455,35.71428571
Murcia,RegionofMurcia,Spain,68.18181818,32.14285714
Huelva,Andalusia,Spain,40,50
Sabadell,Catalonia,Spain,50,0
Gijon,Asturias,Spain,50,25
JerezdelaFrontera,Andalusia,Spain,67.85714286,25
Pontevedra,Galicia,Spain,96.42857143,16.66666667
Detroit,Michigan,UnitedStatesofAmerica,51.2195122,52.08333333
Lokeren,FlemishRegion,Belgium,75,50
Majuro,,MarshallIslands,43.75,91.66666667
Bruges,FlemishRegion,Belgium,82.5,30
Curico,MauleRegion,Chile,25,50
Sint-Niklaas,FlemishRegion,Belgium,25,50
Macerata,Marche,Italy,93.75,8.333333333
LaLineadelaConcepcion,Andalusia,Spain,37.5,75
Ronda,Andalusia,Spain,100,0
Krk,Primorje-GorskiKotarCounty,Croatia,50,50
Graz,Styria,Austria,53.33333333,21.15384615
Savona,Liguria,Italy,66.66666667,62.5
Piacenza,Emilia-Romagna,Italy,62.5,50
Ferrara,Emilia-Romagna,Italy,39.28571429,50
Ravenna,Emilia-Romagna,Italy,64.28571429,16.66666667
Forli,Emilia-Romagna,Italy,58.33333333,100
Rimini,Emilia-Romagna,Italy,75,62.5
Lucca,Tuscany,Italy,66.66666667,37.5
Pisa,Tuscany,Italy,53.125,37.5
Prato,Tuscany,Italy,50,50
Lecce,Apulia,Italy,71.66666667,47.72727273
Latina,Lazio,Italy,70.83333333,62.5
Foggia,Apulia,Italy,62.5,81.25
Barletta,Apulia,Italy,65,75
Brindisi,Apulia,Italy,35,58.33333333
Taranto,Apulia,Italy,75,50
Sassari,Sardinia,Italy,71.875,43.75
Olbia,Sardinia,Italy,87.5,50
Messina,Sicily,Italy,75,12.5
Syracuse,Sicily,Italy,59.375,75
Agrigento,Sicily,Italy,75,50
Tartu,TartuCounty,Estonia,92.59259259,11.95652174
Banjarmasin,SouthKalimantan,Indonesia,100,0
Aarau,CantonAargau,Switzerland,87.5,0
Palangkaraya,CentralKalimantan,Indonesia,100,0
Huasco,AtacamaRegion,Chile,87.5,50
Iquique,TarapacaRegion,Chile,40,50
LaSerena,CoquimboRegion,Chile,50,62.5
Balikpapan,EastKalimantan,Indonesia,72.22222222,38.88888889
Linares,MauleRegion,Chile,0,50
Samarinda,EastKalimantan,Indonesia,87.5,0
Makassar,SouthSulawesi,Indonesia,50,45
Aviles,Asturias,Spain,50,50
Kaufbeuren,Bavaria,Germany,100,50
Coburg,Bavaria,Germany,100,50
Ansbach,Bavaria,Germany,80,25
Bensheim,Hesse,Germany,87.5,50
Saarlouis,Saarland,Germany,100,50
Bernburg,Saxony-Anhalt,Germany,100,50
Backnang,Baden-Wurttemberg,Germany,100,0
Brno,,CzechRepublic,55.93220339,35.18518519
Tarragona,Catalonia,Spain,50,45
CastellodelaPlana,CommunityofValencia,Spain,87.5,25
Albacete,Castile-LaMancha,Spain,75,12.5
Shenzhen,Guangdong,People'sRepublicofChina,44.87179487,67.01388889
Kendari,SoutheastSulawesi,Indonesia,100,0
Badalona,Catalonia,Spain,87.5,50
VilanovailaGeltru,Catalonia,Spain,87.5,50
Kagoshima,KagoshimaPrefecture,Japan,50,50
Caceres,Extremadura,Spain,100,50
Badajoz,Extremadura,Spain,96.875,43.75
Jaen,Andalusia,Spain,75,37.5
Cadiz,Andalusia,Spain,77.77777778,25
Salamanca,CastileandLeon,Spain,96.42857143,25
Novorossiysk,KrasnodarKrai,Russia,33.33333333,90
Manado,NorthSulawesi,Indonesia,50,58.33333333
Domzale,MunicipalityofDomzale,Slovenia,50,0
Grosuplje,MunicipalityofGrosuplje,Slovenia,100,0
Idrija,MunicipalityofIdrija,Slovenia,75,25
Izola,MunicipalityofIzola,Slovenia,90,10
MurskaSobota,CityMunicipalityofMurskaSobota,Slovenia,62.5,50
RavnenaKoroskem,MunicipalityofRavnenaKoroskem,Slovenia,75,50
SlovenskaBistrica,MunicipalityofSlovenskaBistrica,Slovenia,100,75
SlovenjGradec,CityMunicipalityofSlovenjGradec,Slovenia,75,0
SkofjaLoka,MunicipalityofSkofjaLoka,Slovenia,100,0
Velenje,CityMunicipalityofVelenje,Slovenia,75,50
ZagorjeobSavi,ZagorjeobSaviMunicipality,Slovenia,62.5,50
Uelzen,LowerSaxony,Germany,100,50
Schwedt/Oder,Brandenburg,Germany,87.5,50
Esch-sur-Alzette,,Luxembourg,75,50
Deggendorf,Bavaria,Germany,50,0
Maldonado,MaldonadoDepartment,Uruguay,100,0
Nanaimo,BritishColumbia,Canada,89.77272727,29.16666667
CeskeBudejovice,,CzechRepublic,65,50
Busan,,SouthKorea,44.73684211,48.33333333
SanDiego,California,UnitedStatesofAmerica,74.38271605,52.36486486
SanJose,California,UnitedStatesofAmerica,62.20930233,41.25
Denver,Colorado,UnitedStatesofAmerica,53.1779661,36.83035714
Houston,Texas,UnitedStatesofAmerica,45.86092715,57.09459459
Phoenix,Arizona,UnitedStatesofAmerica,44.29347826,47.64705882
Dallas,Texas,UnitedStatesofAmerica,63.38028169,42.69230769
FortWorth,Texas,UnitedStatesofAmerica,47.72727273,51.13636364
Austin,Texas,UnitedStatesofAmerica,68.57142857,43.5
ElPaso,Texas,UnitedStatesofAmerica,63.75,44.64285714
Memphis,Tennessee,UnitedStatesofAmerica,66.30434783,48.68421053
Charlotte,NorthCarolina,UnitedStatesofAmerica,76.875,31.57894737
Columbus,Ohio,UnitedStatesofAmerica,87.5,62.5
Jacksonville,Florida,UnitedStatesofAmerica,75.65789474,66.21621622
Guangzhou,Guangdong,People'sRepublicofChina,29.32692308,68.47826087
Nanjing,Jiangsu,People'sRepublicofChina,26.92307692,75
LongBeach,California,UnitedStatesofAmerica,50,32.69230769
MapleRidge,BritishColumbia,Canada,66.66666667,41.66666667
Laredo,Texas,UnitedStatesofAmerica,0,100
LosAngeles,BiobioRegion,Chile,12.5,50
Urumqi,Xinjiang,People'sRepublicofChina,16.66666667,62.5
Oakland,California,UnitedStatesofAmerica,72.14285714,33.33333333
Thessaloniki,,Greece,39.52380952,47.5
Marikina,MetroManila,Philippines,83.33333333,66.66666667
Muntinlupa,MetroManila,Philippines,40.625,83.33333333
Pasay,MetroManila,Philippines,25,100
Ballarat,Victoria,Australia,89.0625,23.33333333
AliceSprings,NorthernTerritory,Australia,65.625,28.125
Sacramento,California,UnitedStatesofAmerica,55.09259259,39.89361702
Biella,Piedmont,Italy,87.5,50
Honolulu,Hawaii,UnitedStatesofAmerica,74.58333333,41.51785714
Manchester,England,UnitedKingdom,52,37.77777778
Providence,RhodeIsland,UnitedStatesofAmerica,76.47058824,59.61538462
Brooklyn,NewYork,UnitedStatesofAmerica,52.08333333,33.65384615
Tucson,Arizona,UnitedStatesofAmerica,84.27419355,39.65517241
Stockport,England,UnitedKingdom,75,0
NhaTrang,KhanhHoa,Vietnam,51.92307692,57.69230769
Simferopol,RepublicofCrimea,Russia,18.75,33.33333333
Gori,ShidaKartli,Georgia,75,50
Bucharest,,Romania,23.50574713,55.02336449
Tirana,TiranaCounty,Albania,18.31683168,73.17708333
WelwynGardenCity,England,UnitedKingdom,100,0
Stevenage,England,UnitedKingdom,75,0
Neustrelitz,Mecklenburg-WesternPomerania,Germany,100,50
Suwon,GyeonggiProvince,SouthKorea,28.125,6.25
Daejeon,,SouthKorea,33.92857143,42.5
Daegu,,SouthKorea,27.94117647,50
Incheon,,SouthKorea,27.08333333,33.33333333
Skovde,VastraGotalandCounty,Sweden,100,0
Aurora,Illinois,UnitedStatesofAmerica,75,25
Bath,England,UnitedKingdom,40,35
Bradford,England,UnitedKingdom,37.5,31.25
Landstuhl,Rhineland-Palatinate,Germany,100,0
RedDeer,Alberta,Canada,58.82352941,42.5
Swansea,Wales,UnitedKingdom,80.55555556,10
Bristol,England,UnitedKingdom,56.81818182,33.92857143
Nashville,Tennessee,UnitedStatesofAmerica,70,42.94871795
SaltLakeCity,Utah,UnitedStatesofAmerica,23.13432836,41.66666667
Ulaanbaatar,,Mongolia,6.862745098,71.73913043
Edinburgh,Scotland,UnitedKingdom,75.81967213,12.5
Ashgabat,,Turkmenistan,61.11111111,36.11111111
Marseille,,France,29.44444444,52.43902439
Merida,MeridaState,Venezuela,75,25
Atlanta,Georgia,UnitedStatesofAmerica,59.6875,46.57534247
Podgorica,PodgoricaMunicipality,Montenegro,51.13636364,38.88888889
Wellington,WellingtonRegion,NewZealand,95.68965517,27.40384615
LasVegas,Nevada,UnitedStatesofAmerica,51.72413793,49.69135802
Valletta,,Malta,31.94444444,56.57894737
Vancouver,BritishColumbia,Canada,80.56930693,31.66666667
Liverpool,England,UnitedKingdom,71.66666667,20
Albany,NewYork,UnitedStatesofAmerica,87.5,31.25
Bremen,,Germany,78.75,15.625
Cabuyao,,Philippines,25,100
Harrisburg,Pennsylvania,UnitedStatesofAmerica,82.5,37.5
DaLat,LâmĐồng,Vietnam,62.5,54.16666667
DaNang,,Vietnam,50,51.19047619
Uppsala,UppsalaCounty,Sweden,88.54166667,7.894736842
Gothenburg,VastraGotalandCounty,Sweden,82.25806452,20.53571429
Raciborz,SilesianVoivodeship,Poland,62.5,50
Trenton,NewJersey,UnitedStatesofAmerica,85,100
Newark,NewJersey,UnitedStatesofAmerica,50,62.5
Kosice,KosiceRegion,Slovakia,52.38095238,35.29411765
Helsingborg,SkaneCounty,Sweden,31.25,35
Vasteras,VastmanlandCounty,Sweden,80.76923077,16.66666667
Linkoping,OstergotlandCounty,Sweden,85,0
Funchal,Madeira,Portugal,84.09090909,31.94444444
Batumi,Adjara,Georgia,90.625,25
Umea,VasterbottenCounty,Sweden,97.22222222,0
St.Gallen,CantonofSt.Gallen,Switzerland,96.875,0
Orebro,OrebroCounty,Sweden,87.5,12.5
Zilina,Zilinaregion,Slovakia,55,31.25
Trondheim,Trondelag,Norway,91,9.210526316
Presov,PresovRegion,Slovakia,58.33333333,25
Trnava,TrnavaRegion,Slovakia,60.71428571,0
Jieyang,Guangdong,People'sRepublicofChina,12.5,50
Aley,MountLebanonGovernorate,Lebanon,75,100
JerseyCity,NewJersey,UnitedStatesofAmerica,58.33333333,60
Kalmar,KalmarCounty,Sweden,100,50
Poprad,PresovRegion,Slovakia,97.22222222,10
Nitra,NitraRegion,Slovakia,75,50
Keller,Texas,UnitedStatesofAmerica,66.66666667,25
CiudadJuarez,Chihuahua,Mexico,56.25,43.75
Fukuoka,FukuokaPrefecture,Japan,56.25,40.625
Nausori,CentralDivision,Fiji,0,100
Bergen,Vestland,Norway,80.3030303,17.59259259
Davenport,Iowa,UnitedStatesofAmerica,86.36363636,53.57142857
CiudadBolivar,Bolivar,Venezuela,100,50
Martin,Zilinaregion,Slovakia,55,0
Unaizah,Al-QassimProvince,SaudiArabia,50,50
Najran,NajranProvince,SaudiArabia,75,25
Molndal,VastraGotalandCounty,Sweden,100,50
Ruzomberok,Zilinaregion,Slovakia,45,50
Jizan,JazanProvince,SaudiArabia,25,100
Jayapura,Papua,Indonesia,100,12.5
Jackson,Mississippi,UnitedStatesofAmerica,85.41666667,28.57142857
Augusta,Maine,UnitedStatesofAmerica,50,100
BatonRouge,Louisiana,UnitedStatesofAmerica,64.58333333,40.625
Lansing,Michigan,UnitedStatesofAmerica,92.85714286,41.66666667
Concord,NewHampshire,UnitedStatesofAmerica,91.66666667,15
Lincoln,Nebraska,UnitedStatesofAmerica,86.66666667,27.5
Annapolis,Maryland,UnitedStatesofAmerica,86.53846154,47.22222222
Olinda,Pernambuco,Brazil,50,75
SaoLuis,Maranhao,Brazil,50,100
Springfield,Illinois,UnitedStatesofAmerica,90.625,62.5
Hamadan,HamadanProvince,Iran,39.28571429,37.5
Kozhikode,Kerala,India,57.25806452,70.23809524
SaintPaul,Minnesota,UnitedStatesofAmerica,88.54166667,30
Lahti,,Finland,90.90909091,14.28571429
Jixi,Heilongjiang,People'sRepublicofChina,12.5,50
Zunyi,Guizhou,People'sRepublicofChina,0,50
Jinzhou,Liaoning,People'sRepublicofChina,0,75
Zigong,Sichuan,People'sRepublicofChina,0,50
Akureyri,,Iceland,85,75
Hastings,England,UnitedKingdom,100,0
Canterbury,England,UnitedKingdom,56.25,35.41666667
Montgomery,Alabama,UnitedStatesofAmerica,70.83333333,56.25
BocaRaton,Florida,UnitedStatesofAmerica,94.23076923,34.61538462
Juneau,Alaska,UnitedStatesofAmerica,100,25
Aswan,AswanGovernorate,Egypt,75,25
Asyut,AsyutGovernorate,Egypt,50,25
Chengdu,Sichuan,People'sRepublicofChina,22.14285714,58.87096774
Zhengzhou,Henan,People'sRepublicofChina,2.631578947,68.33333333
Heredia,HerediaProvince,CostaRica,35.71428571,50
Cartago,ProvinciadeCartago,CostaRica,78.125,18.75
Jalgaon,Maharashtra,India,33.75,54.6875
Rouen,,France,47.72727273,57.14285714
ElAlto,LaPazDepartment,Bolivia,50,100
Burlington,Vermont,UnitedStatesofAmerica,100,30
Krakow,LesserPolandVoivodeship,Poland,12.19879518,36.53846154
Invercargill,SouthlandRegion,NewZealand,72.22222222,30
Allen,Texas,UnitedStatesofAmerica,75,12.5
LasCruces,NewMexico,UnitedStatesofAmerica,82.8125,33.33333333
Sikar,Rajasthan,India,58.33333333,87.5
Melitopol,ZaporizhzhiaOblast,Ukraine,75,50
Jalandhar,Punjab,India,23.75,67.1875
LittleRock,Arkansas,UnitedStatesofAmerica,89.28571429,22.05882353
Hubli,Karnataka,India,26.78571429,69.44444444
Hartford,Connecticut,UnitedStatesofAmerica,65.38461538,50
Dover,Delaware,UnitedStatesofAmerica,100,50
Gandia,CommunityofValencia,Spain,100,50
Nice,,France,53.125,28.94736842
Valparaiso,ValparaisoRegion,Chile,51.92307692,30.55555556
Sarnia,Ontario,Canada,70.58823529,50
Fargo,NorthDakota,UnitedStatesofAmerica,100,0
ThunderBay,Ontario,Canada,87.5,34.375
GrandForks,NorthDakota,UnitedStatesofAmerica,87.5,37.5
Brantford,Ontario,Canada,75,43.33333333
Barrie,Ontario,Canada,83.82352941,29.16666667
Oxford,England,UnitedKingdom,78.75,26.5625
Burlington,Ontario,Canada,91.25,35.9375
Belleville,Ontario,Canada,88.88888889,20
Port-au-Prince,Ouest,Haiti,12.5,68.75
NewOrleans,Louisiana,UnitedStatesofAmerica,65.13157895,72.85714286
Jingdezhen,Jiangxi,People'sRepublicofChina,50,75
Foshan,Guangdong,People'sRepublicofChina,28.57142857,50
Kyoto,KyotoPrefecture,Japan,64.77272727,28.33333333
Johannesburg,Gauteng,SouthAfrica,42.75956284,57.36111111
Hiroshima,HiroshimaPrefecture,Japan,79.16666667,25
Kingston,SurreyCounty,Jamaica,33.125,58.57142857
Salzburg,Salzburg,Austria,82.69230769,38.88888889
Dayton,Ohio,UnitedStatesofAmerica,82.8125,33.33333333
Albuquerque,NewMexico,UnitedStatesofAmerica,83.33333333,39.70588235
SantoDomingo,,DominicanRepublic,32.54716981,70.28301887
OklahomaCity,Oklahoma,UnitedStatesofAmerica,88.33333333,31.73076923
Brisbane,Queensland,Australia,83.06878307,30.46448087
Trinidad,BeniDepartment,Bolivia,75,50
KuwaitCity,,Kuwait,35.13513514,56.89655172
Colombo,WesternProvince,SriLanka,45.13274336,62.73148148
Medina,MedinaProvince,SaudiArabia,20,66.66666667
Almaty,,Kazakhstan,11.83035714,48.86363636
Osaka,OsakaPrefecture,Japan,51.47058824,55.35714286
Boise,Idaho,UnitedStatesofAmerica,68.93939394,32.5
Izmir,IzmirProvince,Turkey,47.08737864,58.60215054
Lviv,LvivOblast,Ukraine,51.86567164,49.23076923
Minneapolis,Minnesota,UnitedStatesofAmerica,79.51388889,33.57142857
Bridgetown,SaintMichael,Barbados,90,15
PuertoMontt,LosLagosRegion,Chile,25,50
Apia,,Samoa,70.83333333,40
Salta,SaltaProvince,Argentina,60,50
Calgary,,Canada,80,24.8502994
Fribourg,cantonofFribourg,Switzerland,92.85714286,25
Aberdeen,Scotland,UnitedKingdom,79.76190476,14.70588235
Porto,,Portugal,68.44262295,34.58333333
PortMoresby,,PapuaNewGuinea,32.29166667,76.92307692
Karaj,AlborzProvince,Iran,29.16666667,59.375
Cork,,Ireland,83.33333333,28.125
Munger,Bihar,India,100,62.5
Salvador,Bahia,Brazil,83,51.31578947
Pardubice,,CzechRepublic,50,41.66666667
Rauma,,Finland,100,0
Tallahassee,Florida,UnitedStatesofAmerica,92.1875,41.66666667
Bismarck,NorthDakota,UnitedStatesofAmerica,95.83333333,50
Auckland,AucklandRegion,NewZealand,78.52348993,41.66666667
Alajuela,AlajuelaProvince,CostaRica,55,50
Gulbarga,,India,33.92857143,76.92307692
Mariupol,DonetskOblast,Ukraine,12.5,91.66666667
Cleveland,Ohio,UnitedStatesofAmerica,66.66666667,54.54545455
Lublin,LublinVoivodeship,Poland,35.9375,41.66666667
Bloemfontein,FreeState,SouthAfrica,45.83333333,62.5
Besancon,,France,87.5,37.5
PortVila,Shefa,Vanuatu,75,70
Milwaukee,Wisconsin,UnitedStatesofAmerica,79.06976744,43.29268293
Sapporo,HokkaidoPrefecture,Japan,81.25,25
Yangon,YangonRegion,Myanmar,17.59259259,78.5
Nagasaki,NagasakiPrefecture,Japan,33.33333333,66.66666667
Yokohama,KanagawaPrefecture,Japan,75,29.16666667
Angers,,France,100,25
Columbia,SouthCarolina,UnitedStatesofAmerica,66.07142857,52.27272727
Turku,,Finland,90,11.66666667
Adana,AdanaProvince,Turkey,55,12.5
SantaFe,NewMexico,UnitedStatesofAmerica,89.28571429,38.63636364
Helena,Montana,UnitedStatesofAmerica,100,50
Suva,CentralDivision,Fiji,57.5,58.75
Maoming,Guangdong,People'sRepublicofChina,25,50
Liuzhou,Guangxi,People'sRepublicofChina,0,50
Cheyenne,Wyoming,UnitedStatesofAmerica,92.85714286,0
Leeds,England,UnitedKingdom,53.67647059,19.64285714
PortofSpain,,TrinidadandTobago,37.5,69.79166667
Bodo,Nordland,Norway,100,0
Sochi,KrasnodarKrai,Russia,75,42.85714286
Anchorage,Alaska,UnitedStatesofAmerica,90,18.75
Birkirkara,,Malta,17.85714286,64.28571429
DesMoines,Iowa,UnitedStatesofAmerica,82.5,38.33333333
Cannes,,France,75,25
Hobart,Tasmania,Australia,92.85714286,21.05263158
Manaus,Amazonas,Brazil,31.25,46.42857143
Springfield,Oregon,UnitedStatesofAmerica,25,50
PortoAlegre,RioGrandedoSul,Brazil,54.66101695,59.25925926
Norman,Oklahoma,UnitedStatesofAmerica,100,25
Buffalo,NewYork,UnitedStatesofAmerica,77.08333333,36.95652174
SanFernando,IlocosRegion,Philippines,37.5,87.5
Tacloban,,Philippines,75,70
Bursa,BursaProvince,Turkey,55.76923077,37.5
Benghazi,,Libya,50,58.33333333
Tampere,,Finland,86.60714286,13.54166667
CarsonCity,Nevada,UnitedStatesofAmerica,100,50
Nancy,,France,47.22222222,35
Honiara,,SolomonIslands,39.0625,84.72222222
Topeka,Kansas,UnitedStatesofAmerica,81.25,56.25
Raleigh,NorthCarolina,UnitedStatesofAmerica,84.44444444,31.25
Aleppo,AleppoGovernorate,Syria,25,55
Caen,,France,81.25,31.25
Bydgoszcz,Kuyavian-PomeranianVoivodeship,Poland,34.52380952,42.64705882
Nottingham,England,UnitedKingdom,54.6875,38.63636364
Ulsan,,SouthKorea,27.5,37.5
Linz,UpperAustria,Austria,61.76470588,27.5
St.George's,SaintGeorgeParish,Grenada,55,25
Thoothukudi,TamilNadu,India,50,50
Mykolaiv,MykolaivOblast,Ukraine,50,75
Amiens,,France,75,37.5
Haifa,HaifaDistrict,Israel,17.96875,54.62962963
Castries,CastriesQuarter,SaintLucia,70.83333333,33.33333333
Klagenfurt,Carinthia,Austria,71.42857143,16.66666667
KansasCity,Missouri,UnitedStatesofAmerica,76.74418605,44.51219512
Beersheba,SouthernDistrict,Israel,29.16666667,21.875
Reims,,France,81.25,18.75
SriJayawardenepuraKotte,WesternProvince,SriLanka,75,75
Talcahuano,BiobioRegion,Chile,33.33333333,0
Szombathely,VasCounty,Hungary,100,50
Isfahan,IsfahanProvince,Iran,35.15625,44
Gangneung,GangwonProvince,SouthKorea,25,50
Geoje,SouthGyeongsang,SouthKorea,37.5,50
Gwangyang,SouthJeolla,SouthKorea,0,100
Gwangju,GyeonggiProvince,SouthKorea,41.66666667,0
Gumi,NorthGyeongsangProvince,SouthKorea,25,50
Gunsan,NorthJeollaProvince,SouthKorea,12.5,50
Gimcheon,NorthGyeongsangProvince,SouthKorea,25,50
Mokpo,SouthJeolla,SouthKorea,37.5,50
Gyeongju,NorthGyeongsangProvince,SouthKorea,25,50
Bucheon,GyeonggiProvince,SouthKorea,10,0
Seosan,SouthChungcheongProvince,SouthKorea,37.5,50
Seongnam,GyeonggiProvince,SouthKorea,12.5,50
Andong,NorthGyeongsangProvince,SouthKorea,25,50
Ansan,GyeonggiProvince,SouthKorea,33.33333333,25
Anyang,GyeonggiProvince,SouthKorea,7.5,58.33333333
Yeosu,SouthJeolla,SouthKorea,25,50
Wonju,GangwonProvince,SouthKorea,12.5,50
Uijeongbu,GyeonggiProvince,SouthKorea,25,50
Icheon,GyeonggiProvince,SouthKorea,0,100
Jeonju,NorthJeollaProvince,SouthKorea,19.44444444,100
Jeju,JejuProvince,SouthKorea,50,60.71428571
Jecheon,NorthChungcheongProvince,SouthKorea,12.5,50
Cheonan,SouthChungcheongProvince,SouthKorea,25,50
Cheongju,NorthChungcheongProvince,SouthKorea,7.142857143,50
Chuncheon,GangwonProvince,SouthKorea,31.25,12.5
Pyeongtaek,GyeonggiProvince,SouthKorea,0,75
Pohang,NorthGyeongsangProvince,SouthKorea,43.75,37.5
Clermont-Ferrand,,France,80.55555556,15
Kharkiv,KharkivOblast,Ukraine,52.05882353,58.73493976
Sheffield,England,UnitedKingdom,70.23809524,27.94117647
York,England,UnitedKingdom,81.81818182,18.75
Suzhou,Jiangsu,People'sRepublicofChina,21.96969697,73.21428571
Wenzhou,Zhejiang,People'sRepublicofChina,10,75
Wuxi,Jiangsu,People'sRepublicofChina,12.5,87.5
Huzhou,Zhejiang,People'sRepublicofChina,5,100
Shaoxing,Zhejiang,People'sRepublicofChina,0,50
Saint-Etienne,,France,90,0
Olympia,Washington,UnitedStatesofAmerica,87.5,18.75
Palikir,PohnpeiState,FederatedStatesofMicronesia,100,100
SantiagodelosCaballeros,SantiagoProvince,DominicanRepublic,35,66.66666667
Ningbo,Zhejiang,People'sRepublicofChina,20.3125,75
BeloHorizonte,MinasGerais,Brazil,51.171875,47.45762712
Nimes,,France,75,50
LeHavre,,France,75,25
Agra,UttarPradesh,India,23.61111111,69.82758621
Harbin,Heilongjiang,People'sRepublicofChina,14.28571429,57.5
Donetsk,DonetskOblast,Ukraine,20,65
Aigle,CantonofVaud,Switzerland,75,25
Cincinnati,Ohio,UnitedStatesofAmerica,57.57575758,43.10344828
Omaha,Nebraska,UnitedStatesofAmerica,78.57142857,32.35294118
Fresno,California,UnitedStatesofAmerica,21.25,78.125
Plymouth,England,UnitedKingdom,73.80952381,23.61111111
Edirne,EdirneProvince,Turkey,33.33333333,50
Richmond,Virginia,UnitedStatesofAmerica,73.17073171,27.63157895
Chandigarh,,India,54.41176471,58.11688312
Plzen,,CzechRepublic,65,42.85714286
Fortaleza,Ceara,Brazil,66.66666667,56.94444444
Derby,England,UnitedKingdom,73.07692308,21.15384615
Guayaquil,GuayasProvince,Ecuador,41.21621622,70.51282051
Cotonou,LittoralDepartment,Benin,25,100
Louisville,Kentucky,UnitedStatesofAmerica,56.06060606,38.79310345
Madison,Wisconsin,UnitedStatesofAmerica,86.76470588,40.32258065
Salem,Oregon,UnitedStatesofAmerica,87.5,17.85714286
Ketchikan,Alaska,UnitedStatesofAmerica,100,50
Trois-Rivieres,Quebec,Canada,82.14285714,0
Vaughan,Ontario,Canada,80.88235294,28.33333333
Markham,Ontario,Canada,89.58333333,17.70833333
LaPlata,BuenosAiresProvince,Argentina,40.90909091,63.63636364
